time_bucket,sales,transaction
2022-02-05 17:00:19,113.97,64
2022-02-05 17:00:24,70.41,57
2022-02-05 17:00:31,64.11,54
2022-02-05 17:00:53,120.71,37
2022-02-05 17:00:57,164.24,39
2022-02-05 17:15:30,91.34,56
2022-02-05 17:15:31,101.63,25
2022-02-05 17:15:35,166.82,90
2022-02-05 17:15:42,26.85,0
2022-02-05 17:15:46,52.79,15
2022-02-05 17:15:50,190.41,100
2022-02-05 17:15:51,7.51,23
2022-02-05 17:30:01,29.23,25
2022-02-05 17:30:03,26.15,65
2022-02-05 17:30:08,98.57,61
2022-02-05 17:30:12,65.88,44
2022-02-05 17:30:16,73.23,69
2022-02-05 17:30:21,142.24,41
2022-02-05 17:30:27,155.87,3
2022-02-05 17:30:57,102.49,99
2022-02-05 17:45:20,22.04,14
2022-02-05 17:45:22,5.86,90
2022-02-05 17:45:27,115.3,13
2022-02-05 17:45:33,11.27,84
2022-02-05 17:45:40,129.99,22
2022-02-05 17:45:47,0.24,7
2022-02-05 17:45:51,27.58,91
2022-02-05 17:45:56,30.96,80
2022-02-05 18:00:00,129.21,10
2022-02-05 18:00:01,44.34,29
2022-02-05 18:00:13,172.96,87
2022-02-05 18:00:19,174.0,98
2022-02-05 18:00:26,198.24,35
2022-02-05 18:00:31,166.05,83
2022-02-05 18:00:35,116.98,87
2022-02-05 18:00:47,40.39,13
2022-02-05 18:00:52,164.16,38
2022-02-05 18:15:06,75.83,97
2022-02-05 18:15:11,27.16,71
2022-02-05 18:15:13,103.28,100
2022-02-05 18:15:17,191.87,13
2022-02-05 18:15:22,46.28,38
2022-02-05 18:15:39,135.64,5
2022-02-05 18:15:41,112.54,68
2022-02-05 18:15:44,147.77,29
2022-02-05 18:15:50,4.46,16
2022-02-05 18:15:56,47.95,26
2022-02-05 18:30:02,141.41,28
2022-02-05 18:30:06,98.29,53
2022-02-05 18:30:11,121.77,27
2022-02-05 18:30:17,87.03,67
2022-02-05 18:30:22,52.51,49
2022-02-05 18:30:28,142.68,20
2022-02-05 18:30:34,55.35,21
2022-02-05 18:30:38,125.46,60
2022-02-05 18:30:45,58.09,96
2022-02-05 18:30:49,68.82,7
2022-02-05 18:45:01,54.51,33
2022-02-05 18:45:04,49.28,8
2022-02-05 18:45:13,75.37,46
2022-02-05 18:45:26,187.17,92
2022-02-05 18:45:28,69.4,61
2022-02-05 18:45:32,110.75,63
2022-02-05 18:45:39,172.35,68
2022-02-05 18:45:45,197.48,90
2022-02-05 18:45:55,103.48,10
2022-02-05 18:45:58,29.92,11
2022-02-05 19:00:03,67.34,66
2022-02-05 19:00:06,48.87,71
2022-02-05 19:00:14,21.69,31
2022-02-05 19:00:17,84.92,95
2022-02-05 19:00:22,114.08,1
2022-02-05 19:00:30,96.09,76
2022-02-05 19:00:33,67.62,82
2022-02-05 19:00:40,95.1,21
2022-02-05 19:00:46,102.13,18
2022-02-05 19:00:49,133.01,0
2022-02-05 19:00:58,148.84,85
2022-02-05 19:15:04,86.27,0
2022-02-05 19:15:11,87.0,96
2022-02-05 19:15:15,64.59,89
2022-02-05 19:15:21,162.99,181
2022-02-05 19:15:29,33.44,13
2022-02-05 19:15:31,156.75,69
2022-02-05 19:15:38,150.07,92
2022-02-05 19:15:40,6.47,86
2022-02-05 19:15:46,12.49,55
2022-02-05 19:15:55,86.3,11
2022-02-05 19:15:57,11.32,73
2022-02-05 19:30:01,62.84,83
2022-02-05 19:30:02,155.2,44
2022-02-05 19:30:10,113.22,29
2022-02-05 19:30:17,87.4,26
2022-02-05 19:30:19,136.21,24
2022-02-05 19:30:28,72.65,56
2022-02-05 19:30:33,185.58,19
2022-02-05 19:30:36,36.3,2
2022-02-05 19:30:44,71.77,41
2022-02-05 19:30:45,18.28,96
2022-02-05 19:30:49,193.72,79
2022-02-05 19:30:52,25.66,70
2022-02-05 19:45:07,171.07,68
2022-02-05 19:45:17,126.69,62
2022-02-05 19:45:24,143.81,69
2022-02-05 19:45:33,77.76,81
2022-02-05 19:45:42,204.24,92
2022-02-05 19:45:50,163.81,91
2022-02-05 19:45:59,343.28,67
2022-02-05 20:00:03,145.26,73
2022-02-05 20:00:11,59.32,81
2022-02-05 20:00:12,171.14,7
2022-02-05 20:00:17,140.93,87
2022-02-05 20:00:20,180.41,21
2022-02-05 20:00:27,90.9,65
2022-02-05 20:00:29,136.91,25
2022-02-05 20:00:36,2.59,92
2022-02-05 20:00:38,131.12,60
2022-02-05 20:00:46,96.17,14
2022-02-05 20:00:55,258.94,48
2022-02-05 20:15:06,180.19,72
2022-02-05 20:15:13,38.45,74
2022-02-05 20:15:16,117.11,50
2022-02-05 20:15:24,87.26,23
2022-02-05 20:15:32,81.7,56
2022-02-05 20:15:33,100.49,81
2022-02-05 20:15:40,145.94,81
2022-02-05 20:15:42,86.18,82
2022-02-05 20:15:48,0.42,52
2022-02-05 20:15:50,78.29,28
2022-02-05 20:15:57,119.06,90
2022-02-05 20:15:59,94.23,98
2022-02-05 20:30:03,34.2,58
2022-02-05 20:30:07,107.46,49
2022-02-05 20:30:14,28.66,80
2022-02-05 20:30:19,173.86,71
2022-02-05 20:30:24,178.71,37
2022-02-05 20:30:30,16.6,0
2022-02-05 20:30:35,100.17,53
2022-02-05 20:30:40,84.97,82
2022-02-05 20:30:47,20.4,74
2022-02-05 20:30:52,192.74,18
2022-02-05 20:30:56,40.74,97
2022-02-05 20:45:07,169.45,16
2022-02-05 20:45:10,71.69,46
2022-02-05 20:45:15,81.89,85
2022-02-05 20:45:16,132.6,90
2022-02-05 20:45:25,147.82,119
2022-02-05 20:45:34,2.45,56
2022-02-05 20:45:41,193.9,68
2022-02-05 20:45:43,171.27,63
2022-02-05 20:45:51,140.93,1
2022-02-05 20:45:58,121.99,93
2022-02-05 20:45:59,28.63,59
2022-02-05 21:00:05,59.22,98
2022-02-05 21:00:08,195.91,11
2022-02-05 21:00:14,165.55,12
2022-02-05 21:00:18,180.68,64
2022-02-05 21:00:24,90.9,85
2022-02-05 21:00:27,186.95,46
2022-02-05 21:00:28,160.75,82
2022-02-05 21:00:33,36.36,73
2022-02-05 21:15:00,104.59,48
2022-02-05 21:15:28,111.84,23
2022-02-05 21:15:36,78.41,69
2022-02-05 21:15:42,91.86,65
2022-02-05 21:15:45,190.02,7
2022-02-05 21:15:46,131.5,96
2022-02-05 21:15:50,43.79,46
2022-02-05 21:15:54,74.73,12
2022-02-05 21:30:01,197.61,44
2022-02-05 21:30:03,112.71,82
2022-02-05 21:30:08,165.35,11
2022-02-05 21:30:15,91.13,81
2022-02-05 21:30:20,34.42,62
2022-02-05 21:30:50,120.69,49
2022-02-05 21:30:56,194.13,24
2022-02-05 21:30:57,126.16,46
2022-02-05 21:45:19,192.63,58
2022-02-05 21:45:23,166.87,45
2022-02-05 21:45:28,110.54,16
2022-02-05 21:45:35,192.22,8
2022-02-05 21:45:39,41.76,18
2022-02-05 21:45:43,166.39,61
2022-02-05 21:45:46,155.14,9
2022-02-05 22:00:00,31.28,97
2022-02-05 22:00:06,175.74,24
2022-02-05 22:00:11,100.71,35
2022-02-05 22:00:16,151.37,1
2022-02-05 22:15:13,99.15,100
2022-02-05 22:15:15,130.64,94
2022-02-05 22:15:25,44.37,74
2022-02-05 22:15:38,197.23,52
2022-02-05 22:30:03,153.72,74
2022-02-05 22:30:07,44.18,57
2022-02-05 22:30:32,39.39,49
2022-02-05 22:30:43,60.66,40
2022-02-05 22:45:38,104.09,91
2022-02-05 22:45:40,110.67,37
2022-02-05 22:45:47,67.95,9
2022-02-05 22:45:53,13.84,70
2022-02-05 23:00:07,119.35,69
2022-02-05 23:00:09,6.35,34
2022-02-05 23:00:28,129.45,29
2022-02-05 23:00:58,105.17,92
2022-02-05 23:15:18,132.96,59
2022-02-05 23:15:29,11.38,29
2022-02-05 23:15:35,44.01,87
2022-02-05 23:15:52,138.82,80
2022-02-05 23:30:00,118.0,95
2022-02-05 23:30:19,117.22,4
2022-02-05 23:30:37,183.87,3
2022-02-05 23:30:49,92.96,20
2022-02-05 23:45:04,196.0,26
2022-02-05 23:45:28,158.76,27
2022-02-05 23:45:34,76.71,42
2022-02-05 23:45:43,15.03,7
2022-02-06 00:00:25,41.71,82
2022-02-06 10:00:51,27.88,39
2022-02-06 10:00:56,1.56,79
2022-02-06 10:15:16,138.81,29
2022-02-06 10:15:17,309.94,122
2022-02-06 10:30:04,61.33,65
2022-02-06 10:30:44,178.31,85
2022-02-06 10:30:45,26.73,4
2022-02-06 10:30:48,155.82,15
2022-02-06 10:45:01,61.72,21
2022-02-06 10:45:06,139.38,32
2022-02-06 10:45:59,65.44,30
2022-02-06 11:00:24,4.55,72
2022-02-06 11:00:43,10.86,18
2022-02-06 11:00:54,70.53,94
2022-02-06 11:15:00,20.28,29
2022-02-06 11:15:04,56.45,85
2022-02-06 11:15:21,141.31,96
2022-02-06 11:15:38,72.68,0
2022-02-06 11:15:52,173.75,83
2022-02-06 11:30:06,183.37,10
2022-02-06 11:30:20,188.43,82
2022-02-06 11:30:26,94.13,47
2022-02-06 11:30:40,69.93,95
2022-02-06 11:30:45,170.75,92
2022-02-06 11:45:12,142.7,18
2022-02-06 11:45:29,64.72,96
2022-02-06 11:45:52,105.43,93
2022-02-06 11:45:59,136.51,35
2022-02-06 12:00:01,146.59,12
2022-02-06 12:00:04,111.37,85
2022-02-06 12:00:08,157.09,81
2022-02-06 12:00:32,45.21,22
2022-02-06 12:00:35,257.37,128
2022-02-06 12:15:12,147.11,98
2022-02-06 12:15:16,41.4,74
2022-02-06 12:15:23,165.26,98
2022-02-06 12:15:45,180.24,81
2022-02-06 12:15:51,68.58,0
2022-02-06 12:15:52,75.9,21
2022-02-06 12:30:02,147.09,67
2022-02-06 12:30:23,175.64,57
2022-02-06 12:30:27,42.55,38
2022-02-06 12:30:30,30.58,61
2022-02-06 12:30:56,64.08,21
2022-02-06 12:30:59,148.0,37
2022-02-06 12:45:01,189.95,41
2022-02-06 12:45:05,118.44,28
2022-02-06 12:45:29,81.54,22
2022-02-06 12:45:30,197.7,55
2022-02-06 12:45:32,163.08,58
2022-02-06 12:45:58,13.76,57
2022-02-06 13:00:24,161.08,43
2022-02-06 13:00:27,425.19,129
2022-02-06 13:00:28,310.77,198
2022-02-06 13:15:25,80.69,142
2022-02-06 13:15:28,184.33,47
2022-02-06 13:15:29,20.45,26
2022-02-06 13:15:30,76.82,123
2022-02-06 13:15:32,60.29,65
2022-02-06 13:30:24,10.83,48
2022-02-06 13:30:25,330.30999999999995,127
2022-02-06 13:30:29,68.21,98
2022-02-06 13:30:31,93.89,69
2022-02-06 13:30:32,203.34,89
2022-02-06 13:45:32,109.03,70
2022-02-06 13:45:33,303.06,272
2022-02-06 13:45:34,87.76,63
2022-02-06 13:45:36,142.74,83
2022-02-06 14:00:03,162.78,47
2022-02-06 14:00:25,161.1,90
2022-02-06 14:00:31,42.08,19
2022-02-06 14:00:34,198.15,43
2022-02-06 14:00:56,62.31,10
2022-02-06 14:00:57,45.26,25
2022-02-06 14:15:21,213.68,89
2022-02-06 14:15:23,155.8,55
2022-02-06 14:15:50,197.13,93
2022-02-06 14:15:51,150.99,79
2022-02-06 14:15:53,123.44,59
2022-02-06 14:30:14,184.16,68
2022-02-06 14:30:19,371.8,119
2022-02-06 14:30:45,185.52,44
2022-02-06 14:30:47,138.08,3
2022-02-06 14:30:49,133.04,78
2022-02-06 14:45:06,68.56,64
2022-02-06 14:45:13,30.72,70
2022-02-06 14:45:24,170.12,78
2022-02-06 14:45:33,139.61,42
2022-02-06 14:45:36,52.76,72
2022-02-06 14:45:48,184.85,79
2022-02-06 15:00:03,27.81,74
2022-02-06 15:00:04,192.79,26
2022-02-06 15:00:24,14.51,97
2022-02-06 15:00:29,86.76,26
2022-02-06 15:00:44,38.07,50
2022-02-06 15:15:04,165.75,51
2022-02-06 15:15:16,140.12,74
2022-02-06 15:15:45,117.18,3
2022-02-06 15:15:52,159.25,93
2022-02-06 15:30:15,170.39,31
2022-02-06 15:30:18,23.93,9
2022-02-06 15:30:31,112.53,62
2022-02-06 15:30:46,134.21,94
2022-02-06 15:30:56,30.34,57
2022-02-06 15:45:10,153.2,7
2022-02-06 15:45:28,18.19,63
2022-02-06 15:45:41,186.3,58
2022-02-06 15:45:56,32.79,13
2022-02-06 16:00:05,56.65,0
2022-02-06 16:00:11,151.58,4
2022-02-06 16:00:25,189.75,73
2022-02-06 16:00:33,82.36,99
2022-02-06 16:00:58,18.31,63
2022-02-06 16:15:02,101.29,58
2022-02-06 16:15:15,45.59,26
2022-02-06 16:15:34,66.11,15
2022-02-06 16:15:52,108.68,3
2022-02-06 16:30:06,185.92,28
2022-02-06 16:30:10,64.57,63
2022-02-06 16:30:33,109.88,61
2022-02-06 16:30:37,129.12,51
2022-02-06 16:30:51,112.26,33
2022-02-06 16:45:17,173.34,90
2022-02-06 16:45:40,143.83,52
2022-02-06 16:45:50,48.47,51
2022-02-06 16:45:54,52.39,10
2022-02-06 17:00:03,75.7,56
2022-02-06 17:00:06,147.39,79
2022-02-06 17:00:09,7.99,14
2022-02-06 17:00:31,224.42,157
2022-02-06 17:00:39,27.94,20
2022-02-06 17:15:03,118.34,67
2022-02-06 17:15:05,173.49,18
2022-02-06 17:15:09,148.42,26
2022-02-06 17:15:31,185.73,27
2022-02-06 17:15:37,4.78,24
2022-02-06 17:15:40,171.93,5
2022-02-06 17:30:06,76.79,4
2022-02-06 17:30:08,111.56,28
2022-02-06 17:30:11,134.82,59
2022-02-06 17:30:35,31.18,53
2022-02-06 17:30:37,23.4,45
2022-02-06 17:30:39,192.13,18
2022-02-06 17:45:00,166.55,15
2022-02-06 17:45:05,37.56,54
2022-02-06 17:45:07,60.53,47
2022-02-06 17:45:27,52.42,58
2022-02-06 17:45:31,156.86,16
2022-02-06 17:45:39,0.45,97
2022-02-06 18:00:01,170.75,133
2022-02-06 18:00:53,82.5,22
2022-02-06 18:00:55,39.05,35
2022-02-06 18:00:56,152.52,74
2022-02-06 18:00:58,47.75,82
2022-02-06 18:00:59,159.27,3
2022-02-06 18:15:00,41.92,74
2022-02-06 18:15:01,139.24,70
2022-02-06 18:15:56,50.72,25
2022-02-06 18:15:58,435.98,140
2022-02-06 18:15:59,117.08,23
2022-02-06 18:30:00,139.39,5
2022-02-06 18:30:01,57.75,55
2022-02-06 18:30:02,198.95,98
2022-02-06 18:30:56,254.85,72
2022-02-06 18:30:57,249.37,161
2022-02-06 18:45:52,198.57,33
2022-02-06 18:45:54,314.65999999999997,118
2022-02-06 18:45:56,230.84,31
2022-02-06 18:45:57,89.21,73
2022-02-06 19:00:12,160.75,8
2022-02-06 19:00:14,153.52,17
2022-02-06 19:00:15,127.43,16
2022-02-06 19:00:33,208.32,162
2022-02-06 19:00:36,66.25,32
2022-02-06 19:00:52,178.38,88
2022-02-06 19:00:54,100.58,0
2022-02-06 19:00:59,133.85,22
2022-02-06 19:15:10,161.35,100
2022-02-06 19:15:15,83.58,48
2022-02-06 19:15:17,163.64,31
2022-02-06 19:15:30,168.1,92
2022-02-06 19:15:35,101.25,113
2022-02-06 19:15:52,195.06,91
2022-02-06 19:15:56,196.35000000000002,125
2022-02-06 19:30:15,11.75,86
2022-02-06 19:30:16,7.28,30
2022-02-06 19:30:19,41.64,7
2022-02-06 19:30:33,3.88,75
2022-02-06 19:30:35,158.46,43
2022-02-06 19:30:38,17.8,72
2022-02-06 19:30:52,13.56,38
2022-02-06 19:30:56,183.48,30
2022-02-06 19:30:57,86.26,4
2022-02-06 19:45:04,76.92,32
2022-02-06 19:45:21,89.10000000000001,26
2022-02-06 19:45:23,110.17,30
2022-02-06 19:45:41,210.75,34
2022-02-06 19:45:43,64.67,92
2022-02-06 19:45:58,63.3,65
2022-02-06 19:45:59,151.0,14
2022-02-06 20:00:00,38.26,87
2022-02-06 20:00:01,113.93,29
2022-02-06 20:00:03,150.13,79
2022-02-06 20:00:17,62.06,36
2022-02-06 20:00:20,96.43,71
2022-02-06 20:00:22,148.23,85
2022-02-06 20:00:38,107.45,99
2022-02-06 20:00:40,20.0,24
2022-02-06 20:00:41,141.84,8
2022-02-06 20:15:01,294.63,97
2022-02-06 20:15:02,165.08,53
2022-02-06 20:15:21,156.0,35
2022-02-06 20:15:22,166.66,94
2022-02-06 20:15:23,191.16,76
2022-02-06 20:15:40,78.9,99
2022-02-06 20:15:41,122.56,95
2022-02-06 20:15:42,39.05,73
2022-02-06 20:30:00,178.81,26
2022-02-06 20:30:01,138.17,53
2022-02-06 20:30:20,192.4,7
2022-02-06 20:30:21,132.92,76
2022-02-06 20:30:22,157.01,38
2022-02-06 20:30:40,187.07,74
2022-02-06 20:30:41,150.29,76
2022-02-06 20:30:43,51.33,86
2022-02-06 20:30:59,94.53,82
2022-02-06 20:45:01,117.32,2
2022-02-06 20:45:03,92.33999999999999,12
2022-02-06 20:45:22,185.5,58
2022-02-06 20:45:23,241.31,32
2022-02-06 20:45:42,157.98,6
2022-02-06 20:45:43,58.15,10
2022-02-06 20:45:44,51.86,44
2022-02-06 21:00:04,168.56,24
2022-02-06 21:00:20,65.64,72
2022-02-06 21:00:26,26.93,70
2022-02-06 21:00:31,108.13,28
2022-02-06 21:00:53,8.18,27
2022-02-06 21:00:59,88.42,69
2022-02-06 21:15:19,21.6,37
2022-02-06 21:15:23,115.81,63
2022-02-06 21:15:29,153.44,47
2022-02-06 21:15:52,128.78,49
2022-02-06 21:15:54,81.77,96
2022-02-06 21:15:55,198.85,69
2022-02-06 21:30:22,134.12,22
2022-02-06 21:30:25,234.56,100
2022-02-06 21:30:54,137.1,4
2022-02-06 21:30:56,136.42,70
2022-02-06 21:30:57,140.49,50
2022-02-06 21:45:21,182.25,43
2022-02-06 21:45:22,98.55,57
2022-02-06 21:45:25,172.52,2
2022-02-06 21:45:51,356.73,41
2022-02-06 21:45:56,171.7,96
2022-02-06 22:00:23,68.91,51
2022-02-06 22:00:45,148.97,67
2022-02-06 22:00:51,79.91,26
2022-02-06 22:15:11,105.35999999999999,175
2022-02-06 22:15:20,25.22,16
2022-02-06 22:30:09,189.94,25
2022-02-06 22:30:22,57.4,30
2022-02-06 22:30:23,107.1,30
2022-02-06 22:45:21,187.16,47
2022-02-06 22:45:32,140.71,20
2022-02-06 22:45:41,140.11,48
2022-02-06 23:00:41,79.18,12
2022-02-07 10:00:05,78.63,47
2022-02-07 10:00:19,46.24,82
2022-02-07 10:15:51,4.65,13
2022-02-07 10:15:53,164.36,6
2022-02-07 10:30:13,30.72,71
2022-02-07 10:30:31,134.99,95
2022-02-07 10:30:58,31.49,45
2022-02-07 10:45:09,116.58,69
2022-02-07 10:45:13,98.08,81
2022-02-07 11:00:02,122.42,63
2022-02-07 11:00:15,69.18,30
2022-02-07 11:00:30,6.16,34
2022-02-07 11:00:33,199.33,57
2022-02-07 11:15:00,181.84,69
2022-02-07 11:15:35,145.82,62
2022-02-07 11:15:41,55.12,93
2022-02-07 11:30:01,104.89,98
2022-02-07 11:30:14,37.36,13
2022-02-07 11:30:15,2.39,26
2022-02-07 11:30:33,135.97,29
2022-02-07 11:45:37,152.62,43
2022-02-07 11:45:41,96.22,45
2022-02-07 11:45:56,165.66,82
2022-02-07 12:00:03,132.37,66
2022-02-07 12:00:17,37.04,29
2022-02-07 12:00:22,34.27,90
2022-02-07 12:00:24,16.85,44
2022-02-07 12:00:42,175.58,84
2022-02-07 12:15:07,20.54,32
2022-02-07 12:15:22,159.53,16
2022-02-07 12:15:34,29.12,100
2022-02-07 12:15:44,75.0,7
2022-02-07 12:15:57,13.41,63
2022-02-07 12:30:02,60.87,36
2022-02-07 12:30:05,27.14,42
2022-02-07 12:30:14,6.09,84
2022-02-07 12:30:52,2.91,20
2022-02-07 12:30:54,107.59,95
2022-02-07 12:45:23,9.85,42
2022-02-07 12:45:26,15.56,36
2022-02-07 12:45:35,22.4,20
2022-02-07 12:45:38,188.65,70
2022-02-07 12:45:41,148.38,44
2022-02-07 13:00:21,50.99,13
2022-02-07 13:00:23,100.31,87
2022-02-07 13:00:51,99.16,95
2022-02-07 13:00:52,199.43,142
2022-02-07 13:15:00,111.36,69
2022-02-07 13:15:07,116.84,17
2022-02-07 13:15:10,113.79,30
2022-02-07 13:15:27,121.25,29
2022-02-07 13:15:36,43.38,66
2022-02-07 13:15:37,10.85,62
2022-02-07 13:30:13,37.51,37
2022-02-07 13:30:14,154.5,19
2022-02-07 13:30:18,20.2,85
2022-02-07 13:30:42,65.17,76
2022-02-07 13:30:43,181.97,81
2022-02-07 13:30:44,193.44,93
2022-02-07 13:45:06,133.04,7
2022-02-07 13:45:07,125.75,60
2022-02-07 13:45:09,120.28,18
2022-02-07 13:45:37,137.18,59
2022-02-07 13:45:39,182.34,33
2022-02-07 13:45:41,148.63,37
2022-02-07 14:00:03,0.28,3
2022-02-07 14:00:11,120.47,5
2022-02-07 14:00:34,193.0,59
2022-02-07 14:00:44,108.57,85
2022-02-07 14:00:59,109.22,14
2022-02-07 14:15:15,110.86,97
2022-02-07 14:15:23,26.93,40
2022-02-07 14:15:40,140.18,91
2022-02-07 14:15:45,49.58,80
2022-02-07 14:15:58,194.82,83
2022-02-07 14:30:03,45.65,63
2022-02-07 14:30:13,72.0,98
2022-02-07 14:30:16,97.48,3
2022-02-07 14:30:19,102.11,21
2022-02-07 14:30:26,87.95,47
2022-02-07 14:45:37,110.29,68
2022-02-07 14:45:51,90.23,54
2022-02-07 14:45:55,149.5,11
2022-02-07 14:45:56,134.13,65
2022-02-07 15:00:05,45.44,64
2022-02-07 15:00:15,63.26,64
2022-02-07 15:00:32,198.22,29
2022-02-07 15:00:42,120.03,97
2022-02-07 15:15:06,182.43,25
2022-02-07 15:15:25,191.11,77
2022-02-07 15:15:34,128.62,97
2022-02-07 15:15:37,49.47,52
2022-02-07 15:30:25,101.08,97
2022-02-07 15:30:33,192.8,15
2022-02-07 15:30:39,194.68,9
2022-02-07 15:45:13,181.25,78
2022-02-07 15:45:17,125.75,36
2022-02-07 15:45:18,68.65,60
2022-02-07 15:45:57,80.4,74
2022-02-07 16:00:06,106.3,12
2022-02-07 16:00:34,190.23,10
2022-02-07 16:00:56,178.39,12
2022-02-07 16:15:21,99.42,75
2022-02-07 16:15:27,41.2,79
2022-02-07 16:15:37,149.58,36
2022-02-07 16:15:59,190.41,64
2022-02-07 16:30:01,139.18,5
2022-02-07 16:30:05,185.78,36
2022-02-07 16:30:47,95.84,79
2022-02-07 16:45:25,27.33,70
2022-02-07 16:45:39,173.57,82
2022-02-07 16:45:41,196.34,92
2022-02-07 16:45:54,70.92,96
2022-02-07 17:00:01,163.56,70
2022-02-07 17:00:03,62.31,64
2022-02-07 17:00:05,12.63,60
2022-02-07 17:00:49,1.63,65
2022-02-07 17:00:53,102.42,30
2022-02-07 17:15:13,130.64,57
2022-02-07 17:15:20,103.09,31
2022-02-07 17:15:31,128.03,60
2022-02-07 17:15:40,80.22,47
2022-02-07 17:15:50,162.03,24
2022-02-07 17:30:03,10.92,47
2022-02-07 17:30:15,13.85,99
2022-02-07 17:30:23,75.07,25
2022-02-07 17:30:36,96.16,49
2022-02-07 17:45:05,74.48,13
2022-02-07 17:45:22,128.32,94
2022-02-07 17:45:33,161.68,78
2022-02-07 17:45:48,162.84,95
2022-02-07 17:45:52,6.55,4
2022-02-07 18:00:22,4.12,57
2022-02-07 18:00:23,177.03,83
2022-02-07 18:00:26,60.55,9
2022-02-07 18:00:56,208.55,21
2022-02-07 18:00:59,20.16,24
2022-02-07 18:15:24,45.49,38
2022-02-07 18:15:26,162.28,17
2022-02-07 18:15:30,139.21,4
2022-02-07 18:15:55,16.99,27
2022-02-07 18:15:57,197.17000000000002,119
2022-02-07 18:30:01,4.82,95
2022-02-07 18:30:06,288.63,132
2022-02-07 18:30:30,82.98,15
2022-02-07 18:30:34,312.1,67
2022-02-07 18:45:03,219.18,94
2022-02-07 18:45:04,31.37,7
2022-02-07 18:45:32,56.04,58
2022-02-07 18:45:34,25.53,40
2022-02-07 18:45:37,83.43,87
2022-02-07 19:00:08,152.2,15
2022-02-07 19:00:13,157.44,16
2022-02-07 19:00:15,171.31,48
2022-02-07 19:00:20,95.71,99
2022-02-07 19:00:29,55.94,2
2022-02-07 19:00:37,20.74,80
2022-02-07 19:00:42,22.13,45
2022-02-07 19:15:05,13.66,29
2022-02-07 19:15:07,116.15,74
2022-02-07 19:15:12,107.78,1
2022-02-07 19:15:19,52.7,29
2022-02-07 19:15:25,71.78,54
2022-02-07 19:15:50,51.74,69
2022-02-07 19:15:57,141.32,82
2022-02-07 19:30:29,122.2,36
2022-02-07 19:30:36,54.1,76
2022-02-07 19:30:43,20.78,40
2022-02-07 19:30:48,75.0,33
2022-02-07 19:30:51,27.96,73
2022-02-07 19:30:55,1.55,38
2022-02-07 19:30:56,12.8,57
2022-02-07 19:45:00,10.53,90
2022-02-07 19:45:05,99.18,92
2022-02-07 19:45:09,13.59,79
2022-02-07 19:45:18,188.29,50
2022-02-07 19:45:24,99.16,84
2022-02-07 19:45:30,127.81,51
2022-02-07 19:45:34,174.38,60
2022-02-07 20:00:38,59.41,53
2022-02-08 08:00:56,188.07,65
2022-02-08 08:15:07,50.97,95
2022-02-08 08:30:00,73.09,31
2022-02-08 08:30:45,73.23,37
2022-02-08 08:45:11,2.52,29
2022-02-08 08:45:26,14.46,42
2022-02-08 09:00:37,198.09,49
2022-02-08 09:00:38,150.9,35
2022-02-08 09:15:36,122.42,10
2022-02-08 09:15:51,10.09,20
2022-02-08 09:15:52,86.02,42
2022-02-08 09:30:43,39.5,97
2022-02-08 09:30:44,301.77,161
2022-02-08 09:45:30,80.38,65
2022-02-08 09:45:35,17.37,54
2022-02-08 09:45:36,115.26,30
2022-02-08 10:00:29,180.89,79
2022-02-08 10:00:49,185.73,79
2022-02-08 10:00:53,30.92,32
2022-02-08 10:15:04,50.84,34
2022-02-08 10:15:16,72.88,53
2022-02-08 10:15:31,29.98,69
2022-02-08 10:30:05,7.15,49
2022-02-08 10:30:12,185.96,3
2022-02-08 10:30:21,35.45,66
2022-02-08 10:45:43,93.01,98
2022-02-08 10:45:59,124.16999999999999,83
2022-02-08 11:00:01,128.09,7
2022-02-08 11:00:15,139.11,79
2022-02-08 11:00:43,148.12,93
2022-02-08 11:00:55,151.3,21
2022-02-08 11:15:05,186.45,78
2022-02-08 11:15:17,108.84,0
2022-02-08 11:15:35,191.4,46
2022-02-08 11:15:37,167.25,26
2022-02-08 11:15:50,134.06,5
2022-02-08 11:30:14,186.26,29
2022-02-08 11:30:35,109.27,37
2022-02-08 11:30:53,17.05,67
2022-02-08 11:30:56,56.66,33
2022-02-08 11:45:16,152.99,31
2022-02-08 11:45:27,167.32,99
2022-02-08 11:45:33,104.95,92
2022-02-08 11:45:40,137.89,14
2022-02-08 11:45:56,76.16,100
2022-02-08 12:00:19,182.6,18
2022-02-08 12:00:24,106.35,38
2022-02-08 12:00:49,114.42,24
2022-02-08 12:00:54,76.45,29
2022-02-08 12:00:56,45.71,100
2022-02-08 12:15:00,26.42,56
2022-02-08 12:15:24,37.08,23
2022-02-08 12:15:27,104.83,20
2022-02-08 12:15:30,89.81,27
2022-02-08 12:15:53,125.1,42
2022-02-08 12:15:57,107.22,67
2022-02-08 12:30:12,174.42,76
2022-02-08 12:30:13,134.68,40
2022-02-08 12:30:22,119.62,38
2022-02-08 12:30:43,84.28,100
2022-02-08 12:30:45,118.46,45
2022-02-08 12:30:47,40.46,53
2022-02-08 12:45:04,114.39,29
2022-02-08 12:45:09,112.86,95
2022-02-08 12:45:34,62.14,6
2022-02-08 12:45:38,12.19,82
2022-02-08 12:45:39,8.71,11
2022-02-08 13:00:04,125.31,33
2022-02-08 13:00:05,68.52,50
2022-02-08 13:00:06,10.33,63
